first_name,middle_name,last_name,alien_number,date_of_birth,country_of_birth,facility_name,facility_location,custody_status,last_updated
MIGUEL,HERNANDEZ,PONCIANO,A18000431,1971-01-18,Panama,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Deportation,2025-08-28 23:32:49
MIGUEL,,RIOS-PEREZ,A553926866,1985-01-31,Mexico,Orange County Jail,"Orlando, FL",Processing,2025-08-28 23:32:49
MIGUEL,TEJADA,FRANCISCO,A315282705,2001-05-02,Ecuador,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Hearing,2025-08-28 23:32:49
MIHAI,,TRAILA,A820073864,1984-05-12,El Salvador,Alligator Alcatraz Detention Center,"Everglades, FL",Awaiting Hearing,2025-08-28 23:32:49
MILTON,,GABRIEL-RAMIREZ,A762345403,1976-12-30,Brazil,Miami Processing Center,"Miami, FL",Processing,2025-08-28 23:32:49
MILTON,,LANZA-MARQUEZ,A271287944,1975-05-13,Venezuela,Orange County Jail,"Orlando, FL",Awaiting Deportation,2025-08-28 23:32:49
MISAEL,BAUTISTA,MARCOS,A417266934,1978-10-14,Panama,Miami Processing Center,"Miami, FL",Awaiting Hearing,2025-08-28 23:32:49
MODESTO,RODRIGUEZ -,HERNANDEZ,A333003345,1992-07-26,Ecuador,Orange County Jail,"Orlando, FL",Awaiting Deportation,2025-08-28 23:32:49
MOHAMED,NAGY ALI AHMED,ELSROUGY,A268960604,2004-04-13,Chile,Miami Processing Center,"Miami, FL",In Detention,2025-08-28 23:32:49
MOISES,G MARTINEZ,CORNELIO,A371883094,1981-06-24,Nicaragua,Orange County Jail,"Orlando, FL",In Detention,2025-08-28 23:32:49
MUHIDDIN,SALIMOVICH,MADAMINOV,A457507452,1999-11-04,El Salvador,Miami Processing Center,"Miami, FL",Processing,2025-08-28 23:32:49
MYNOR,,XOC-PACAY,A352896879,1992-11-10,Mexico,Miami Processing Center,"Miami, FL",In Detention,2025-08-28 23:32:49
NELSON,CHACON,GALICIA,A912653333,1996-03-13,Venezuela,Miami Processing Center,"Miami, FL",In Detention,2025-08-28 23:32:49
NELSON,ROSELLO,BRITO,A406641783,1968-02-15,Panama,Miami Processing Center,"Miami, FL",Released on Bond,2025-08-28 23:32:49
NEPTALI,PEREZ,CORONADO,A674783196,2003-07-10,Ecuador,Broward Transitional Center,"Pembroke Pines, FL",In Detention,2025-08-28 23:32:49
NEUDIN,,GOMEZ-MONTEJO,A793761866,1979-03-20,Brazil,Palm Beach County Jail,"West Palm Beach, FL",Processing,2025-08-28 23:32:49
NEURY,,CASTRO-DOMINGUEZ,A634610508,1960-11-27,Colombia,Orange County Jail,"Orlando, FL",Awaiting Hearing,2025-08-28 23:32:49
NEVILLE,ANDREW,MEIKLE,A382685225,1985-05-15,Colombia,Florida State Prison,"Starke, FL",In Detention,2025-08-28 23:32:49
NICHOLAS,VALENCIA,HERNANDEZ,A51865968,1992-12-01,Bolivia,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Deportation,2025-08-28 23:32:49
NICODEMO,GARCIA,PEREZ,A914621882,1986-09-17,Mexico,Alligator Alcatraz Detention Center,"Everglades, FL",Awaiting Deportation,2025-08-28 23:32:49
NICOLAS,ESBIR,MIRANDA,A146802851,2004-04-27,Honduras,Miami Processing Center,"Miami, FL",Awaiting Hearing,2025-08-28 23:32:49
NIXON,,NAVARRO-RIOS,A801152733,1997-07-28,Peru,Florida State Prison,"Starke, FL",Released on Bond,2025-08-28 23:32:49
NOE,,TEJADA-GUILLEN,A607815565,1962-11-26,Guatemala,Florida State Prison,"Starke, FL",In Detention,2025-08-28 23:32:49
NOEL,GATO,ECHEVARRA,A692867649,1976-01-09,El Salvador,Broward Transitional Center,"Pembroke Pines, FL",In Detention,2025-08-28 23:32:49
NORGES,SANDO,RIERA,A783895729,1993-01-03,Mexico,Miami Processing Center,"Miami, FL",In Detention,2025-08-28 23:32:49
OLIVER,,EVANGELISTA-LINAREZ,A908554242,1992-09-22,Honduras,Broward Transitional Center,"Pembroke Pines, FL",Awaiting Hearing,2025-08-28 23:32:49
OMAR,,NAVARRO-LASO,A436946606,1987-02-01,Nicaragua,Orange County Jail,"Orlando, FL",Released on Bond,2025-08-28 23:32:49
OMAR,SALAS,ROJAS,A367559250,2002-03-30,Costa Rica,Orange County Jail,"Orlando, FL",In Detention,2025-08-28 23:32:49
ORANGEL,ANTONIO GUEDEZ,DURAN,A162646687,2005-02-24,Nicaragua,Orange County Jail,"Orlando, FL",Awaiting Hearing,2025-08-28 23:32:49
ORDULIO,,CLAUDIO-ORDONEZ,A778115959,1963-03-05,Mexico,Palm Beach County Jail,"West Palm Beach, FL",Released on Bond,2025-08-28 23:32:49
ORLANDO,,ASCENCION-SANCHEZ,A459966687,1978-07-19,Chile,Orange County Jail,"Orlando, FL",Awaiting Hearing,2025-08-28 23:32:49
ORLANDO,,RIVERA-MAYORGA,A501595338,1980-10-05,Colombia,Florida State Prison,"Starke, FL",Released on Bond,2025-08-28 23:32:49
ORLEN,,ALEMAN-MEJIA,A679413929,1991-10-01,Guatemala,Broward Transitional Center,"Pembroke Pines, FL",Awaiting Hearing,2025-08-28 23:32:49
ORLIN,MOISES,GARCIA-HERNANDEZ,A617225287,2006-06-11,Bolivia,Broward Transitional Center,"Pembroke Pines, FL",In Detention,2025-08-28 23:32:49
OSCAR,,BATZ-HUB,A341162425,1979-07-26,Argentina,Miami Processing Center,"Miami, FL",Awaiting Hearing,2025-08-28 23:32:49
OSCAR,,CHINO-RODRIGUEZ,A135852292,1964-02-21,Bolivia,Broward Transitional Center,"Pembroke Pines, FL",Released on Bond,2025-08-28 23:32:49
OSCAR,SANCHEZ,MENDOZA,A422113562,1976-08-27,Brazil,Miami Processing Center,"Miami, FL",Awaiting Deportation,2025-08-28 23:32:49
OSIEL,BAUTISTA,OLIVEROS,A32546930,1979-08-30,Guatemala,Broward Transitional Center,"Pembroke Pines, FL",Awaiting Hearing,2025-08-28 23:32:49
OSMEL,,RODRIGUEZ-GAMEZ,A915263113,1979-10-06,Colombia,Broward Transitional Center,"Pembroke Pines, FL",Awaiting Deportation,2025-08-28 23:32:49
OSVALDO,,HIDALGO,A788313998,1984-05-07,Nicaragua,Orange County Jail,"Orlando, FL",Released on Bond,2025-08-28 23:32:49
OSVALDO,,MONDRAGON-GUERRERO,A771287791,2002-11-09,Colombia,Broward Transitional Center,"Pembroke Pines, FL",Processing,2025-08-28 23:32:49
OSVALDO,,NAVA-SANCHEZ,A19785270,1985-09-22,Ecuador,Palm Beach County Jail,"West Palm Beach, FL",Processing,2025-08-28 23:32:49
OSWAL,,MARTINEZ,A883676816,2006-08-29,Chile,Florida State Prison,"Starke, FL",Processing,2025-08-28 23:32:49
OSWALDO,MATEO,VAIL,A494506298,1966-01-27,Brazil,Alligator Alcatraz Detention Center,"Everglades, FL",Released on Bond,2025-08-28 23:32:49
OSWALDO,,VASQUEZ-AQUILAR,A710327597,1962-08-09,Honduras,Alligator Alcatraz Detention Center,"Everglades, FL",Processing,2025-08-28 23:32:49
PABLO,,CASTRO,A56204440,1984-11-01,El Salvador,Orange County Jail,"Orlando, FL",In Detention,2025-08-28 23:32:49
PABLO,,GOMEZ-GOMEZ,A669488412,2004-02-16,Mexico,Alligator Alcatraz Detention Center,"Everglades, FL",Processing,2025-08-28 23:32:49
PABLO,HERNANDEZ,MAIRENA,A23043276,1987-10-04,Guatemala,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Hearing,2025-08-28 23:32:49
PABLO,,MARTINEZ-MEJIA,A880049210,1990-02-16,Ecuador,Florida State Prison,"Starke, FL",Awaiting Deportation,2025-08-28 23:32:49
PAULIUS,,JACQUET,A430457731,1969-05-16,Costa Rica,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Deportation,2025-08-28 23:32:49
PEDRO,CACAPAVA,NEVES,A338280394,2005-11-23,Brazil,Miami Processing Center,"Miami, FL",Processing,2025-08-28 23:32:49
PEDRO,CORRALES,LOPEZ,A68846274,1995-04-13,Mexico,Miami Processing Center,"Miami, FL",Awaiting Hearing,2025-08-28 23:32:49
PEDRO,DE LA CRUZ,GARCIA,A846692042,1976-05-16,Argentina,Florida State Prison,"Starke, FL",In Detention,2025-08-28 23:32:49
PEDRO,DIAZ,FRANCISCO,A80027861,1970-07-23,Venezuela,Broward Transitional Center,"Pembroke Pines, FL",Released on Bond,2025-08-28 23:32:49
PEDRO,,FLOREZ-ECIDRO,A330540632,1961-03-07,Peru,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Deportation,2025-08-28 23:32:49
PEDRO,,GARCIA-PASQUAL,A143148352,1969-03-21,Colombia,Miami Processing Center,"Miami, FL",Processing,2025-08-28 23:32:49
PEDRO,HERNANDEZ,MARTINEZ,A413372721,1989-12-19,Costa Rica,Broward Transitional Center,"Pembroke Pines, FL",In Detention,2025-08-28 23:32:49
PEDRO,HERNANDEZ,PEREZ,A207954566,1975-04-17,Panama,Alligator Alcatraz Detention Center,"Everglades, FL",Awaiting Hearing,2025-08-28 23:32:49
PEDRO,,HERNANDEZ-GOMEZ,A195108619,2001-01-29,Nicaragua,Broward Transitional Center,"Pembroke Pines, FL",Awaiting Hearing,2025-08-28 23:32:49
PEDRO,ICAL,SUHOL,A288455117,2003-12-07,Brazil,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Deportation,2025-08-28 23:32:49
PEDRO,,LORENZO-CONCEPCION,A75369301,2006-09-17,Brazil,Broward Transitional Center,"Pembroke Pines, FL",Released on Bond,2025-08-28 23:32:49
PEDRO,LUIS,MARTINEZ,A825704439,1999-12-05,Chile,Orange County Jail,"Orlando, FL",Awaiting Deportation,2025-08-28 23:32:49
PEDRO,,LUX-SANCHEZ,A855950147,1966-09-03,El Salvador,Broward Transitional Center,"Pembroke Pines, FL",Processing,2025-08-28 23:32:49
PEDRO,,MEJIA-MARTINEZ,A660926273,1966-02-03,Nicaragua,Palm Beach County Jail,"West Palm Beach, FL",Released on Bond,2025-08-28 23:32:49
PEDRO,OROZCO,LOPEZ,A417331310,1996-01-21,El Salvador,Florida State Prison,"Starke, FL",Released on Bond,2025-08-28 23:32:49
PEDRO,SANTOS,LOPES,A529187482,1995-12-14,Bolivia,Palm Beach County Jail,"West Palm Beach, FL",Processing,2025-08-28 23:32:49
PEDRO,VELASQUEZ,HERNANDEZ,A122406921,1966-09-11,Colombia,Alligator Alcatraz Detention Center,"Everglades, FL",Released on Bond,2025-08-28 23:32:49
PONCIANO,,CRUZ,A886772750,1980-07-22,Ecuador,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Hearing,2025-08-28 23:32:49
RAFAEL,,COLLADO,A456545115,1986-06-02,Peru,Broward Transitional Center,"Pembroke Pines, FL",In Detention,2025-08-28 23:32:49
RAFAEL,,GABRIEL-VASQUEZ,A166477678,1977-03-24,Honduras,Miami Processing Center,"Miami, FL",In Detention,2025-08-28 23:32:49
RAFAEL,LA TORRE,HERRERA,A129270485,2000-07-02,Chile,Broward Transitional Center,"Pembroke Pines, FL",Awaiting Deportation,2025-08-28 23:32:49
RAFAEL,MENDEZ,DE-LEON,A929656772,1963-01-31,Colombia,Palm Beach County Jail,"West Palm Beach, FL",In Detention,2025-08-28 23:32:49
RAFAEL,NAVARRO,ADAME,A348962858,1975-12-03,Panama,Florida State Prison,"Starke, FL",Awaiting Hearing,2025-08-28 23:32:49
RAFANGER,MORAN,NAVARRO,A803374960,1984-09-12,Chile,Orange County Jail,"Orlando, FL",Processing,2025-08-28 23:32:49
RAMONE,,MENDES,A206716623,1979-03-05,Bolivia,Alligator Alcatraz Detention Center,"Everglades, FL",Released on Bond,2025-08-28 23:32:49
RANDY,,TAMAYO-PEREZ,A310469856,2001-07-29,Peru,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Hearing,2025-08-28 23:32:49
RAUL,,BATEN-RAMOS,A420494426,1979-08-11,Costa Rica,Miami Processing Center,"Miami, FL",Awaiting Hearing,2025-08-28 23:32:49
RAUL,CASADO,CABRAL,A613652398,1976-06-06,Colombia,Alligator Alcatraz Detention Center,"Everglades, FL",Processing,2025-08-28 23:32:49
RAYMUNDO,MEDINA,MELCHOR,A726798689,1979-09-04,Ecuador,Florida State Prison,"Starke, FL",Released on Bond,2025-08-28 23:32:49
REMIGIO,MONTEJO,LOPEZ,A349047534,1981-12-19,Nicaragua,Palm Beach County Jail,"West Palm Beach, FL",Released on Bond,2025-08-28 23:32:49
RENE,,FERRER-GARCIA,A640930295,1983-12-13,Nicaragua,Orange County Jail,"Orlando, FL",Awaiting Hearing,2025-08-28 23:32:49
RENE,,HERNANDEZ-FIGUEREDO,A746611742,1976-01-11,Panama,Broward Transitional Center,"Pembroke Pines, FL",Awaiting Deportation,2025-08-28 23:32:49
RENE,MARTINEZ,MARTINEZ,A975992799,1973-03-21,Honduras,Alligator Alcatraz Detention Center,"Everglades, FL",Released on Bond,2025-08-28 23:32:49
RENIER,CASTILLO,MOLINA,A512843328,1985-10-21,Brazil,Broward Transitional Center,"Pembroke Pines, FL",Awaiting Hearing,2025-08-28 23:32:49
REUDYS,,PAEZ-PENA,A821441853,1970-07-13,Brazil,Florida State Prison,"Starke, FL",Released on Bond,2025-08-28 23:32:49
REYES,BAUTISTA,CRUZ,A650833929,2002-01-30,Chile,Miami Processing Center,"Miami, FL",Processing,2025-08-28 23:32:49
RICARDO,BLANCO,CHOMAT,A924838082,1993-05-23,Brazil,Palm Beach County Jail,"West Palm Beach, FL",In Detention,2025-08-28 23:32:49
RICARDO,GABRIEL,VELASQUEZ,A777651545,1971-11-05,Venezuela,Alligator Alcatraz Detention Center,"Everglades, FL",Released on Bond,2025-08-28 23:32:49
RICARDO,,HERRERA-MANINO,A883151958,1998-04-17,Brazil,Miami Processing Center,"Miami, FL",Awaiting Hearing,2025-08-28 23:32:49
RICARDO,ISLAS,RAMIREZ,A526664572,1999-10-10,Mexico,Orange County Jail,"Orlando, FL",Processing,2025-08-28 23:32:49
RIGABERTO,,MEDINA-ALVARADO,A86073689,2004-12-23,Brazil,Broward Transitional Center,"Pembroke Pines, FL",Released on Bond,2025-08-28 23:32:49
RIGOBERTO,,GARCIA-ALVAREZ,A809533793,1964-09-28,Bolivia,Miami Processing Center,"Miami, FL",Awaiting Hearing,2025-08-28 23:32:49
ROBERTO,CHAVEZ,GONZALEZ,A874621841,1962-05-30,Panama,Broward Transitional Center,"Pembroke Pines, FL",Released on Bond,2025-08-28 23:32:49
ROBERTO,DEL RIO,ROJAS,A973135637,1972-04-27,Panama,Orange County Jail,"Orlando, FL",Awaiting Hearing,2025-08-28 23:32:49
ROBERTO,,LICEA,A463583178,2003-06-22,Honduras,Broward Transitional Center,"Pembroke Pines, FL",In Detention,2025-08-28 23:32:49
ROBERTO,,MARTINEZ,A305630832,1979-08-15,Colombia,Miami Processing Center,"Miami, FL",Released on Bond,2025-08-28 23:32:49
ROBERTO,ROVIRA,MARTINEZ,A930640563,2001-01-29,Guatemala,Orange County Jail,"Orlando, FL",Awaiting Deportation,2025-08-28 23:32:49
ROCKYLSON,,ESTIME,A943023924,1990-02-21,El Salvador,Alligator Alcatraz Detention Center,"Everglades, FL",Processing,2025-08-28 23:32:49
RODOLFO,RAMOS,DOBLANDO,A318949999,1966-07-02,Colombia,Florida State Prison,"Starke, FL",Processing,2025-08-28 23:32:49
ROGELIO,YAT,TENI,A714784811,1979-11-24,Mexico,Alligator Alcatraz Detention Center,"Everglades, FL",Awaiting Hearing,2025-08-28 23:32:49
ROGERIO,DOS,SANTOS,A514007838,1991-01-07,Colombia,Miami Processing Center,"Miami, FL",Released on Bond,2025-08-28 23:32:49
ROLANDO,,ARMAS-PEREZ,A880740798,1969-01-05,El Salvador,Florida State Prison,"Starke, FL",In Detention,2025-08-28 23:32:49
ROLANDO,RAMIREZ,FUENTES,A439016636,1981-01-30,Bolivia,Alligator Alcatraz Detention Center,"Everglades, FL",Awaiting Deportation,2025-08-28 23:32:49
ROMEO,,BONILLA-PORTILLO,A970686424,1966-09-23,El Salvador,Palm Beach County Jail,"West Palm Beach, FL",Processing,2025-08-28 23:32:49
ROMMEL,MORENO,ROSTRAN,A197933627,1977-07-04,Peru,Orange County Jail,"Orlando, FL",Processing,2025-08-28 23:32:49
RONALD,,GOMEZ-GUTIERREZ,A139901843,1984-07-28,Ecuador,Orange County Jail,"Orlando, FL",In Detention,2025-08-28 23:32:49
RONALDO,,PEREZ-LOPEZ,A529074947,1987-11-10,Guatemala,Orange County Jail,"Orlando, FL",Released on Bond,2025-08-28 23:32:49
RONEL,SANTOS,NUNEZ,A98601111,1960-10-17,Costa Rica,Florida State Prison,"Starke, FL",Processing,2025-08-28 23:32:49
RONY,AGUILAR,CARRILLO,A749659105,1998-04-21,El Salvador,Broward Transitional Center,"Pembroke Pines, FL",Awaiting Deportation,2025-08-28 23:32:49
RONY,GIOVANNI TELLEZ,FUENTES,A798735838,1993-07-06,Honduras,Alligator Alcatraz Detention Center,"Everglades, FL",Processing,2025-08-28 23:32:49
ROSNIEL,ARAZO,DIAZ,A899220607,1963-08-09,El Salvador,Miami Processing Center,"Miami, FL",Processing,2025-08-28 23:32:49
ROWAN,,MATTHEWS,A343700156,1982-11-21,Colombia,Alligator Alcatraz Detention Center,"Everglades, FL",Released on Bond,2025-08-28 23:32:49
ROX-ROY,,SMITH,A177788055,2000-11-01,El Salvador,Florida State Prison,"Starke, FL",Awaiting Deportation,2025-08-28 23:32:49
RUBEN,,MENDEZ,A327310487,1965-04-16,Nicaragua,Florida State Prison,"Starke, FL",Processing,2025-08-28 23:32:49
RUDY,VELASQUEZ,MORALES,A708920310,1983-10-10,Brazil,Miami Processing Center,"Miami, FL",Awaiting Hearing,2025-08-28 23:32:49
RULVIN,,VASQUEZ-VASQUEZ,A75067386,1982-10-24,Brazil,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Hearing,2025-08-28 23:32:49
SALEM,,OBEIDAT,A140398048,1966-08-07,Costa Rica,Broward Transitional Center,"Pembroke Pines, FL",In Detention,2025-08-28 23:32:49
SALIM,CHAWA,MARIN,A421887700,1991-07-27,Panama,Alligator Alcatraz Detention Center,"Everglades, FL",Awaiting Deportation,2025-08-28 23:32:49
SAMUEL,,BRITO-MARTINEZ,A248774781,1983-03-03,Bolivia,Miami Processing Center,"Miami, FL",Awaiting Hearing,2025-08-28 23:32:49
SAMUEL,HERNANDEZ,TORRES,A749229133,2005-12-17,Argentina,Broward Transitional Center,"Pembroke Pines, FL",Processing,2025-08-28 23:32:49
SAMUEL,,MORENO-ZAMORA,A871102199,1966-10-06,El Salvador,Alligator Alcatraz Detention Center,"Everglades, FL",Awaiting Deportation,2025-08-28 23:32:49
SAMUEL,PEREZ,GOMEZ,A129739260,1964-11-11,Honduras,Orange County Jail,"Orlando, FL",Processing,2025-08-28 23:32:49
SAMY,GODINEZ,LOPEZ,A385068788,1987-10-27,Brazil,Miami Processing Center,"Miami, FL",Awaiting Deportation,2025-08-28 23:32:49
SANTIAGO,,ARIAS-OTERO,A429001342,2000-05-23,Argentina,Palm Beach County Jail,"West Palm Beach, FL",Processing,2025-08-28 23:32:49
SANTIAGO,,DOMINGO-JIMENEZ,A506638580,1972-03-18,Guatemala,Alligator Alcatraz Detention Center,"Everglades, FL",Awaiting Deportation,2025-08-28 23:32:49
SANTIAGO,,VENEROS-ARMENTA,A778378211,1970-01-06,El Salvador,Alligator Alcatraz Detention Center,"Everglades, FL",Released on Bond,2025-08-28 23:32:49
SANTOS,CANALES,CRUZ,A719261413,1999-12-02,Nicaragua,Orange County Jail,"Orlando, FL",Processing,2025-08-28 23:32:49
SANTOS,DELEON,CINTO,A797489047,2002-03-04,Honduras,Florida State Prison,"Starke, FL",In Detention,2025-08-28 23:32:49
SANTOS,,DIAZ,A97889418,1974-01-23,Guatemala,Alligator Alcatraz Detention Center,"Everglades, FL",Awaiting Hearing,2025-08-28 23:32:49
SANTOS,,REYES,A588725157,1979-08-09,Chile,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Hearing,2025-08-28 23:32:49
SAQUEO,,TAX-VASQUEZ,A867470392,1960-11-04,Nicaragua,Alligator Alcatraz Detention Center,"Everglades, FL",Released on Bond,2025-08-28 23:32:49
SARVAR,,CHORIEV,A792849645,1962-02-17,Mexico,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Hearing,2025-08-28 23:32:49
SEBASTIAN,,GOMEZ-SARAUJO,A611585692,1999-04-08,Ecuador,Alligator Alcatraz Detention Center,"Everglades, FL",In Detention,2025-08-28 23:32:49
SEQUNDO,ORDONEZ,GODOY,A561317658,1966-06-07,Guatemala,Orange County Jail,"Orlando, FL",Processing,2025-08-28 23:32:49
SERGIO,ANDRES,SOTO-LOPEZ,A915596919,1989-05-19,Chile,Broward Transitional Center,"Pembroke Pines, FL",Awaiting Hearing,2025-08-28 23:32:49
SERGIO,,ICAL-COC,A120574298,1961-11-08,Nicaragua,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Deportation,2025-08-28 23:32:49
SEVENET,,ARISTILDE,A873110710,1970-02-06,Mexico,Alligator Alcatraz Detention Center,"Everglades, FL",Awaiting Hearing,2025-08-28 23:32:49
SEVERO,,HENRIQUEZ-HERNANDEZ,A63270049,1977-08-29,Chile,Miami Processing Center,"Miami, FL",Awaiting Hearing,2025-08-28 23:32:49
SHAUN,,GOMEZ-DERAS,A916647180,1995-12-22,Panama,Miami Processing Center,"Miami, FL",Released on Bond,2025-08-28 23:32:49
SILVERIO,,GARCIA-BARTOLO,A427509997,1976-01-09,El Salvador,Miami Processing Center,"Miami, FL",Processing,2025-08-28 23:32:49
SIMEON,,FLORES-PEREZ,A846252485,1989-06-07,El Salvador,Alligator Alcatraz Detention Center,"Everglades, FL",In Detention,2025-08-28 23:32:49
SOLIDE,,KERVENS,A756415119,1984-01-07,Bolivia,Florida State Prison,"Starke, FL",Awaiting Deportation,2025-08-28 23:32:49
TAJ,,JAMES,A486006224,1967-10-15,Nicaragua,Orange County Jail,"Orlando, FL",In Detention,2025-08-28 23:32:49
TAJAY,,FRAY,A806026013,1961-08-31,Honduras,Alligator Alcatraz Detention Center,"Everglades, FL",In Detention,2025-08-28 23:32:49
TECU,,BYRON-PIRIR,A897091268,1991-01-24,Venezuela,Broward Transitional Center,"Pembroke Pines, FL",In Detention,2025-08-28 23:32:49
TOMAS,,BIAIS-BADILLO,A627866646,2002-08-04,Panama,Alligator Alcatraz Detention Center,"Everglades, FL",Awaiting Deportation,2025-08-28 23:32:49
TOMAS,,MACARIO-ESPINOZA,A350250450,1991-09-12,Ecuador,Orange County Jail,"Orlando, FL",Released on Bond,2025-08-28 23:32:49
UVALDO,OROZCO,ROMAN,A171203791,2004-08-12,Costa Rica,Alligator Alcatraz Detention Center,"Everglades, FL",In Detention,2025-08-28 23:32:49
VANDERSON,,ESTEVINHO,A980547337,2005-02-12,Guatemala,Broward Transitional Center,"Pembroke Pines, FL",Released on Bond,2025-08-28 23:32:49
VASAIL,DALI ATE,A4ADTINIC7,A596231427,1966-10-24,Ecuador,Miami Processing Center,"Miami, FL",Awaiting Hearing,2025-08-28 23:32:49
VICTOR,,BAEZ-QUINTERO,A826367736,1983-01-09,Venezuela,Florida State Prison,"Starke, FL",Released on Bond,2025-08-28 23:32:49
VICTOR,EDUARDO PEREZ,ROCHA,A443095093,1985-10-05,Honduras,Palm Beach County Jail,"West Palm Beach, FL",Released on Bond,2025-08-28 23:32:49
VICTOR,GABERIEL,RAMIREZ-SANTIAGO,A36022062,1995-10-09,Honduras,Miami Processing Center,"Miami, FL",In Detention,2025-08-28 23:32:49
VICTOR,,GODINEZ-GARCIA,A749023349,1980-06-05,Brazil,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Hearing,2025-08-28 23:32:49
VICTOR,,GUERRERO-VEROES,A357873567,1992-08-31,Venezuela,Miami Processing Center,"Miami, FL",Awaiting Hearing,2025-08-28 23:32:49
VICTOR,,MORALES-MARCOS,A69879320,1996-07-22,Venezuela,Orange County Jail,"Orlando, FL",Awaiting Hearing,2025-08-28 23:32:49
VICTOR,,ROSA,A601675483,1995-06-18,Honduras,Florida State Prison,"Starke, FL",In Detention,2025-08-28 23:32:49
VICTOR,,TEJEDA-ANTUNEZ,A737008542,1991-10-08,Venezuela,Miami Processing Center,"Miami, FL",Awaiting Deportation,2025-08-28 23:32:49
VICTOR,,TORREALBA-OLLARVES,A942767892,1962-08-22,Nicaragua,Miami Processing Center,"Miami, FL",Awaiting Hearing,2025-08-28 23:32:49
VICTOR,,VARGAS-PACHECO,A591604227,1974-03-16,Colombia,Broward Transitional Center,"Pembroke Pines, FL",Released on Bond,2025-08-28 23:32:49
VICTOR,,VILLEDA-SANDOVAL,A329807139,2000-10-15,Costa Rica,Orange County Jail,"Orlando, FL",Awaiting Deportation,2025-08-28 23:32:49
VICTOR,ZAMUDIO,SANCHEZ,A332947668,1962-10-26,Honduras,Palm Beach County Jail,"West Palm Beach, FL",In Detention,2025-08-28 23:32:49
VIDAL,NAVAS,PENA,A750613875,2007-05-08,Bolivia,Alligator Alcatraz Detention Center,"Everglades, FL",In Detention,2025-08-28 23:32:49
VIKTOR,,NIKOLAEV,A332289563,1977-03-14,Venezuela,Alligator Alcatraz Detention Center,"Everglades, FL",Released on Bond,2025-08-28 23:32:49
VIRGILIO,,PEREZ-GODINEZ,A235740038,1993-07-28,Colombia,Florida State Prison,"Starke, FL",Awaiting Hearing,2025-08-28 23:32:49
VLADIMIR,BLANCO,MENENDEZ,A528389060,1963-04-12,El Salvador,Broward Transitional Center,"Pembroke Pines, FL",Released on Bond,2025-08-28 23:32:49
VLADIMIR,,BORISOV,A125370782,1995-01-09,Colombia,Florida State Prison,"Starke, FL",Awaiting Deportation,2025-08-28 23:32:49
WALTER,,CHANCHO-PEREZ,A217265498,1995-04-22,Panama,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Hearing,2025-08-28 23:32:49
WALTER,DAVID,RAMREZ-CACERES,A114499434,2004-09-15,Bolivia,Miami Processing Center,"Miami, FL",In Detention,2025-08-28 23:32:49
WALTER,,GUNERA,A340910475,2002-07-11,Venezuela,Palm Beach County Jail,"West Palm Beach, FL",Awaiting Deportation,2025-08-28 23:32:49
WALTER,,JIMENEZ-AJANEL,A898937470,1983-08-14,Panama,Palm Beach County Jail,"West Palm Beach, FL",Released on Bond,2025-08-28 23:32:49
WANIQUE,PIERRE,LOUS,A507490675,1991-09-24,Ecuador,Orange County Jail,"Orlando, FL",Awaiting Deportation,2025-08-28 23:32:49
WELGEL,,RAMOS-RODRIGUEZ,A272483789,1961-01-26,Nicaragua,Broward Transitional Center,"Pembroke Pines, FL",Released on Bond,2025-08-28 23:32:49
WELLINGTON,CALISTO,PINTO,A442333769,1975-05-10,Guatemala,Broward Transitional Center,"Pembroke Pines, FL",Awaiting Deportation,2025-08-28 23:32:49
WESAM,,SHNAIWER,A605787178,1993-06-17,Ecuador,Alligator Alcatraz Detention Center,"Everglades, FL",Awaiting Deportation,2025-08-28 23:32:49
WIDLEY,,PALL,A457183569,1981-10-15,Bolivia,Miami Processing Center,"Miami, FL",Awaiting Hearing,2025-08-28 23:32:49
WILDER,,DIAZ-VELASQUEZ,A333327728,1988-01-04,Mexico,Florida State Prison,"Starke, FL",Awaiting Hearing,2025-08-28 23:32:49
WILFREDO,,LEZAMA-GARCIA,A28856689,1975-11-21,Guatemala,Alligator Alcatraz Detention Center,"Everglades, FL",In Detention,2025-08-28 23:32:49
WILFRIDO,ANDRES,AVENDANO,A571683137,1976-05-26,Chile,Alligator Alcatraz Detention Center,"Everglades, FL",Released on Bond,2025-08-28 23:32:49
WILGENS,,ELIAS,A673335561,1970-02-04,Ecuador,Broward Transitional Center,"Pembroke Pines, FL",In Detention,2025-08-28 23:32:49
